city,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
gdansk,47.64,2.0,3.0,7.0,2022.0,54.3514441,18.637213,1.14,22.0,0.629,0.11,0.083,0.853,0.228,0.863,0.052,condominium,no,yes,yes,yes,no,900000
gdansk,48.0,2.0,,4.0,1930.0,54.3836581,18.6113012,4.73,41.0,0.206,0.204,0.087,0.107,0.165,0.601,0.274,condominium,yes,no,,no,no,630000
gdansk,50.0,3.0,1.0,4.0,2019.0,54.31542,18.59422,5.43,4.0,0.34,2.095,0.466,0.612,0.232,1.768,0.5,condominium,no,yes,yes,yes,no,585000
gdansk,65.95,3.0,4.0,5.0,2022.0,54.40263,18.64911,5.93,2.0,0.386,0.906,1.095,0.825,0.531,3.283,0.749,condominium,no,yes,yes,no,no,1270000
gdansk,45.0,2.0,2.0,5.0,2015.0,54.3825,18.60874,4.73,62.0,0.337,0.159,0.213,0.055,0.058,0.42,0.08,condominium,no,yes,yes,yes,no,1050000
gdansk,82.13,4.0,,3.0,2024.0,54.39949,18.56962,7.82,20.0,0.224,0.703,0.605,0.383,0.126,1.92,0.352,condominium,no,no,no,no,no,1786308
gdansk,64.2,3.0,,3.0,2024.0,54.39949,18.56962,7.82,20.0,0.224,0.703,0.605,0.383,0.126,1.92,0.352,condominium,no,no,no,no,no,1281149
gdansk,37.96,2.0,1.0,4.0,2024.0,54.35311,18.67293,1.27,4.0,0.087,1.515,0.604,0.281,0.626,0.671,0.707,condominium,no,no,,no,no,669994
gdansk,27.55,1.0,2.0,5.0,2024.0,54.35115,18.67417,1.3,5.0,0.125,1.602,0.501,0.12,0.686,0.44,0.768,condominium,no,no,yes,no,no,501410
gdansk,79.59,3.0,1.0,3.0,1903.0,54.40192,18.67145,5.95,7.0,0.284,1.813,0.291,0.408,0.084,4.132,0.049,condominium,no,yes,no,no,yes,995000
gdansk,53.0,3.0,3.0,4.0,1977.0,54.35462,18.4932,10.46,1.0,0.824,1.35,1.351,1.114,0.16,,1.3,condominium,no,yes,no,no,yes,565000
gdansk,39.0,2.0,1.0,4.0,2023.0,54.31912657,18.59539032,5.09,3.0,0.5,1.695,0.143,0.434,0.609,2.067,0.697,condominium,no,yes,yes,no,no,525000
gdansk,95.0,3.0,1.0,2.0,1907.0,54.40888,18.56936,8.61,4.0,0.532,0.51,0.719,0.508,0.152,0.884,0.107,condominium,no,no,no,no,no,1249000
gdansk,38.0,3.0,1.0,10.0,1970.0,54.4110465,18.598796,7.75,25.0,0.043,1.426,0.205,0.096,0.123,1.86,0.124,condominium,no,yes,no,no,yes,599999
gdansk,45.2,2.0,2.0,2.0,,54.3495,18.6488,0.36,113.0,0.545,0.645,0.082,0.087,0.016,0.673,0.197,condominium,yes,no,no,no,yes,1039000
gdansk,78.8,3.0,2.0,5.0,2021.0,54.3460597,18.6477077,0.57,54.0,0.231,0.625,0.31,0.336,0.255,1.062,0.118,condominium,yes,yes,yes,no,no,1734000
gdansk,52.0,4.0,10.0,10.0,1988.0,54.3553,18.5757,5.14,12.0,0.36,0.953,0.215,0.386,0.195,3.315,0.456,condominium,no,yes,no,no,yes,695000
gdansk,66.9,3.0,3.0,5.0,2023.0,54.3564294,18.6203736,2.34,7.0,0.381,0.912,0.491,0.373,0.189,1.737,0.404,condominium,yes,yes,yes,yes,no,1200000
gdansk,36.0,2.0,,,2023.0,54.34634,18.66067,0.53,63.0,0.486,0.596,0.307,0.614,0.141,0.971,0.134,condominium,no,yes,no,no,no,450000
gdansk,82.78,3.0,,3.0,2007.0,54.3327663,18.6278477,2.52,4.0,0.215,1.833,0.981,0.496,0.278,2.926,0.589,condominium,no,yes,no,no,yes,965000
gdansk,62.4,3.0,5.0,8.0,1979.0,54.39086,18.60108,5.76,22.0,0.124,0.574,0.167,0.164,0.335,1.39,0.128,condominium,no,yes,yes,no,no,839000
gdansk,60.0,3.0,3.0,3.0,2019.0,54.36245,18.63522,1.91,8.0,0.656,0.265,0.355,0.552,0.323,1.012,0.285,condominium,no,yes,yes,yes,no,1280000
gdansk,48.84,2.0,1.0,5.0,2014.0,54.34848,18.58805,4.3,9.0,0.45,0.253,0.24,0.291,0.296,3.595,0.548,condominium,no,yes,yes,no,no,745000
gdansk,49.21,2.0,2.0,3.0,1962.0,54.34596,18.65095,0.44,75.0,0.146,0.483,0.346,0.263,0.218,1.055,0.113,condominium,no,yes,no,no,yes,899000
gdansk,96.3,4.0,3.0,4.0,1997.0,54.3264799,18.6218961,3.3,7.0,0.245,2.149,0.255,0.448,0.327,3.724,0.025,condominium,no,yes,no,no,yes,1049000
gdansk,52.0,3.0,,10.0,1971.0,54.324881,18.6345344,3.01,9.0,0.367,2.333,0.348,0.169,0.789,3.558,0.295,cooperative,no,no,yes,no,yes,620000
gdansk,52.0,2.0,,3.0,2014.0,54.406705,18.6198885,6.76,2.0,0.653,1.971,0.449,0.655,0.42,3.206,0.595,condominium,yes,no,yes,no,no,1399000
gdansk,91.44,4.0,1.0,4.0,1920.0,54.38102,18.6,4.98,35.0,0.325,0.13,0.171,0.454,0.035,0.517,0.052,condominium,no,yes,no,yes,no,1090000
gdansk,52.51,3.0,4.0,4.0,1978.0,54.38125,18.58269,5.84,19.0,0.43,0.681,0.183,0.243,0.234,1.6,0.275,condominium,no,yes,no,yes,no,746000
gdansk,44.9,3.0,2.0,2.0,1960.0,54.38624,18.60661,5.14,23.0,0.173,0.102,0.22,0.407,0.217,0.822,0.051,condominium,no,no,no,yes,no,683000
gdansk,42.8,2.0,2.0,3.0,1957.0,54.35609818,18.64800072,0.86,43.0,0.174,0.105,0.224,0.33,0.059,0.076,0.053,condominium,no,no,no,yes,no,730000
gdansk,66.2,3.0,5.0,7.0,1985.0,54.33952,18.61921,2.53,17.0,0.184,0.944,0.109,0.274,0.134,2.625,0.068,condominium,no,yes,yes,no,no,679000
gdansk,28.3,2.0,2.0,5.0,2024.0,54.35167,18.57875,4.91,7.0,0.456,0.619,0.331,0.356,0.372,3.536,0.725,condominium,no,yes,yes,no,no,449000
gdansk,39.01,2.0,2.0,17.0,2018.0,54.35136,18.58771,4.33,12.0,0.166,0.073,0.053,0.085,0.06,3.304,0.366,condominium,no,yes,yes,no,no,649000
gdansk,34.8,1.0,2.0,3.0,2001.0,54.32503365,18.61461639,3.74,5.0,0.738,1.812,0.281,0.391,0.326,3.459,0.192,condominium,no,no,no,no,no,455000
gdansk,62.66,3.0,1.0,7.0,2023.0,54.3564294,18.6203736,2.34,7.0,0.381,0.912,0.491,0.373,0.189,1.737,0.404,condominium,no,yes,yes,no,no,964000
gdansk,39.26,2.0,1.0,4.0,2023.0,54.39825,18.64523,5.47,12.0,0.491,0.359,1.268,0.301,0.281,2.735,0.309,condominium,no,yes,yes,no,no,650000
gdansk,27.22,1.0,,2.0,1956.0,54.35561,18.65319,0.7,61.0,0.155,0.281,0.245,0.298,0.153,0.161,0.181,condominium,no,no,no,no,yes,515000
gdansk,66.2,3.0,5.0,7.0,1985.0,54.33952,18.61921,2.53,17.0,0.184,0.944,0.109,0.274,0.134,2.625,0.068,condominium,no,yes,no,no,no,679000
gdansk,77.0,3.0,1.0,5.0,2010.0,54.35,18.66011,0.38,89.0,0.45,0.931,0.407,0.301,0.015,0.859,0.28,condominium,no,no,yes,yes,no,1845000
gdansk,30.0,1.0,3.0,11.0,1973.0,54.4084,18.59623,7.57,28.0,0.295,1.301,0.181,0.173,0.127,1.834,0.213,condominium,no,yes,yes,no,no,539000
gdansk,34.0,2.0,2.0,11.0,2020.0,54.3925375,18.6453996,4.84,12.0,0.145,0.192,1.31,0.223,0.361,2.213,0.335,condominium,yes,yes,yes,no,no,650000
gdansk,45.0,2.0,4.0,4.0,1975.0,54.40643,18.59926,7.28,22.0,0.296,1.547,0.269,0.202,0.135,2.115,0.105,condominium,no,yes,no,no,yes,580000
gdansk,60.7,4.0,8.0,10.0,1980.0,54.4150802,18.5549829,9.74,5.0,0.355,1.476,0.709,0.104,0.34,1.1,0.212,condominium,no,yes,yes,no,yes,849000
gdansk,33.91,1.0,,5.0,2017.0,54.31276,18.59662,5.53,7.0,0.626,2.407,0.144,0.363,0.041,1.785,0.168,condominium,no,no,no,no,no,441000
gdansk,137.11,6.0,2.0,2.0,1950.0,54.38146,18.59794,5.11,32.0,0.231,0.016,0.302,0.349,0.138,0.658,0.143,condominium,no,no,no,no,no,1999000
gdansk,82.5,3.0,3.0,5.0,2021.0,54.39531,18.64663,5.13,12.0,0.182,0.126,1.534,0.086,0.061,2.508,0.22,condominium,no,no,yes,no,no,1829000
gdansk,70.0,3.0,3.0,6.0,,54.34913,18.66331,0.58,53.0,0.67,0.946,0.301,0.529,0.159,0.821,0.184,condominium,no,no,no,no,no,1390000
gdansk,78.07,3.0,2.0,4.0,1930.0,54.3829,18.60974,4.72,54.0,0.314,0.149,0.148,0.034,0.11,0.482,0.146,condominium,no,no,no,no,yes,949000
gdansk,64.79,3.0,6.0,6.0,2022.0,54.35567,18.66196,0.85,25.0,0.207,0.75,0.336,0.612,0.091,0.728,0.62,condominium,no,yes,yes,no,no,1670000
gdansk,38.0,2.0,,10.0,1973.0,54.4115198,18.5986774,7.8,25.0,0.074,1.38,0.257,0.066,0.175,1.835,0.175,cooperative,no,yes,no,no,no,515000
gdansk,48.3,2.0,2.0,5.0,2021.0,54.39531,18.64654,5.13,12.0,0.18,0.127,1.53,0.081,0.058,2.505,0.214,condominium,no,no,yes,no,no,849000
gdansk,49.03,2.0,2.0,5.0,2021.0,54.39526,18.64671,5.13,12.0,0.18,0.12,1.536,0.093,0.068,2.506,0.225,condominium,no,no,yes,no,no,849000
gdansk,52.15,3.0,1.0,8.0,2018.0,54.34782,18.58444,4.54,7.0,0.503,0.406,0.247,0.21,0.395,3.749,0.759,condominium,no,yes,yes,no,no,834000
gdansk,65.2,3.0,2.0,4.0,2009.0,54.3541,18.492,10.54,1.0,0.739,1.417,1.351,1.153,0.204,,1.367,condominium,no,yes,yes,yes,yes,720000
gdansk,65.1,3.0,3.0,3.0,2005.0,54.32943815,18.58371735,5.09,6.0,0.52,0.732,0.396,0.423,0.464,2.594,0.116,condominium,yes,yes,no,no,no,1250000
gdansk,63.2,4.0,3.0,4.0,1975.0,54.353242,18.600671,3.51,8.0,0.145,0.856,0.375,0.144,0.463,2.829,0.424,condominium,no,yes,no,no,yes,710000
gdansk,45.0,2.0,,4.0,1970.0,54.404061,18.590768,7.35,13.0,0.303,1.184,0.347,0.406,0.096,1.869,0.171,condominium,no,yes,no,no,yes,586000
gdansk,40.86,3.0,4.0,4.0,1970.0,54.4208827,18.5680384,9.72,16.0,0.386,0.632,0.312,0.407,0.037,0.522,0.246,condominium,no,no,no,no,yes,799000
gdansk,49.0,2.0,3.0,4.0,1962.0,54.41478,18.58399,8.59,17.0,0.4,0.657,0.381,0.396,0.191,0.82,0.328,condominium,no,yes,no,no,yes,599000
gdansk,68.25,3.0,4.0,7.0,2023.0,54.3564294,18.6203736,2.34,7.0,0.381,0.912,0.491,0.373,0.189,1.737,0.404,condominium,no,yes,yes,yes,no,1255000
gdansk,63.0,3.0,8.0,17.0,,54.39634,18.64611,5.25,12.0,0.282,0.227,1.48,0.101,0.062,2.584,0.217,condominium,no,yes,no,no,no,1200000
gdansk,66.23,3.0,2.0,3.0,1945.0,54.38671,18.60707,5.16,24.0,0.186,0.142,0.176,0.445,0.204,0.873,0.082,condominium,no,no,no,no,no,889000
gdansk,63.3,3.0,2.0,4.0,2009.0,54.34983,18.53261,7.89,8.0,1.356,1.259,0.125,0.106,0.104,,0.584,condominium,no,yes,yes,no,no,749000
gdansk,49.82,4.0,3.0,3.0,1900.0,54.34241,18.64093,1.17,2.0,0.408,0.897,0.847,0.285,0.701,1.583,0.53,condominium,no,no,no,no,no,597000
gdansk,67.7,3.0,,3.0,2008.0,54.30511,18.58684,6.59,4.0,0.956,3.248,0.628,0.328,0.664,1.077,0.662,condominium,no,yes,no,yes,yes,684000
gdansk,30.0,1.0,3.0,11.0,1973.0,54.4088758,18.5947211,7.66,31.0,0.297,1.195,0.258,0.187,0.2,1.723,0.14,condominium,no,yes,yes,no,no,539000
gdansk,42.0,2.0,2.0,5.0,2015.0,54.37805,18.60825,4.37,48.0,0.183,0.065,0.24,0.2,0.06,0.118,0.02,condominium,yes,no,yes,no,no,759000
gdansk,81.0,3.0,3.0,5.0,2012.0,54.40546,18.56467,8.53,17.0,0.243,0.968,0.609,0.133,0.203,1.332,0.189,condominium,yes,yes,no,no,no,1250000
gdansk,37.91,2.0,3.0,3.0,2007.0,54.3829317,18.6127684,4.61,41.0,0.232,0.154,0.109,0.069,0.078,0.585,0.222,condominium,no,no,no,no,no,670000
gdansk,35.5,2.0,1.0,4.0,1978.0,54.416667,18.583333,8.79,17.0,0.286,0.491,0.269,0.411,0.163,0.749,0.344,condominium,no,no,no,no,yes,599000
gdansk,78.9,4.0,1.0,3.0,2010.0,54.3050692,18.6125083,5.63,1.0,1.34,3.513,1.252,0.922,1.064,2.725,0.203,condominium,yes,yes,no,no,no,799999
gdansk,35.44,2.0,4.0,4.0,2024.0,54.31017,18.61037,5.21,1.0,1.535,2.938,0.903,0.488,0.791,2.592,0.758,condominium,no,yes,yes,no,no,450000
gdansk,78.9,4.0,1.0,3.0,2010.0,54.3050692,18.6125083,5.63,1.0,1.34,3.513,1.252,0.922,1.064,2.725,0.203,condominium,yes,yes,no,no,no,799999
gdansk,80.0,3.0,2.0,10.0,1980.0,54.3392632,18.6172074,2.66,15.0,0.316,0.957,0.223,0.311,0.229,2.736,0.144,condominium,no,yes,no,no,yes,795000
gdansk,44.26,2.0,2.0,5.0,2015.0,54.3826,18.60871,4.74,60.0,0.346,0.147,0.205,0.047,0.05,0.43,0.09,condominium,no,yes,yes,yes,no,970000
gdansk,62.4,3.0,7.0,10.0,1980.0,54.3906,18.60151,5.72,19.0,0.162,0.536,0.127,0.128,0.313,1.354,0.158,condominium,no,no,yes,no,yes,869000
gdansk,42.0,2.0,,4.0,,54.3884968327689,18.5719529430695,6.89,9.0,0.169,0.484,0.104,1.139,0.32,2.513,0.216,condominium,no,no,no,no,yes,665000
gdansk,39.0,2.0,6.0,9.0,,54.3520252,18.6466384,0.58,90.0,0.562,0.36,0.217,0.4,0.055,0.464,0.066,condominium,no,no,yes,no,no,755000
gdansk,65.9,3.0,,7.0,1970.0,54.39269,18.60162,5.91,16.0,0.117,0.751,0.254,0.291,0.266,1.578,0.175,condominium,no,no,no,no,yes,899000
gdansk,87.76,5.0,2.0,2.0,2015.0,54.3399,18.6192,2.51,14.0,0.183,0.902,0.077,0.242,0.094,2.595,0.029,condominium,yes,yes,no,no,yes,870000
gdansk,45.5,2.0,4.0,4.0,2024.0,54.3453166160488,18.5350675642415,7.75,2.0,1.669,1.59,0.062,0.57,0.477,4.81,0.979,condominium,yes,yes,yes,no,no,659000
gdansk,62.7,3.0,7.0,10.0,1980.0,54.35988,18.57656,5.18,16.0,0.233,1.263,0.103,0.128,0.133,2.89,0.1,condominium,no,yes,yes,no,yes,699000
gdansk,69.0,3.0,1.0,3.0,1997.0,54.3218,18.61936,3.82,4.0,0.675,2.272,0.353,0.095,0.24,3.54,0.388,condominium,no,yes,no,no,yes,749000
gdansk,51.7,3.0,2.0,2.0,1918.0,54.38633,18.60824,5.08,24.0,0.1,0.208,0.248,0.386,0.255,0.835,0.152,condominium,no,no,no,no,yes,749000
gdansk,31.0,1.0,10.0,10.0,1975.0,54.41947,18.57211,9.44,21.0,0.08,0.411,0.14,0.43,0.124,0.308,0.166,condominium,no,no,yes,no,yes,489000
gdansk,51.5,3.0,,3.0,2023.0,54.3346687,18.5910839,4.42,6.0,0.465,0.059,0.538,0.463,0.221,3.31,0.513,condominium,no,yes,yes,no,no,679000
gdansk,91.7,3.0,,4.0,1900.0,54.35794,18.6494,1.01,30.0,0.055,0.103,0.365,0.143,0.128,0.182,0.159,condominium,no,no,no,no,no,1325000
gdansk,42.2,2.0,4.0,4.0,1969.0,54.36289,18.71293,4.08,7.0,0.157,4.055,0.391,0.067,1.583,2.98,0.218,condominium,no,yes,no,no,yes,439000
gdansk,38.8,2.0,1.0,4.0,1965.0,54.38905,18.57365,6.84,9.0,0.122,0.504,0.227,1.08,0.242,2.442,0.308,condominium,no,no,,no,no,599000
gdansk,29.93,2.0,1.0,3.0,2019.0,54.3609995,18.5701319,5.61,2.0,0.384,1.632,0.525,0.458,0.548,3.109,0.53,condominium,no,yes,yes,no,no,560000
gdansk,42.58,2.0,2.0,4.0,2018.0,54.29867,18.61608,6.16,0.0,1.333,4.26,1.902,0.985,1.692,3.1,0.607,condominium,no,yes,no,yes,no,625000
gdansk,97.0,3.0,,7.0,2020.0,54.4064054,18.5816869,7.9,16.0,0.251,0.587,0.156,0.344,0.112,1.314,0.387,condominium,yes,yes,yes,no,no,1939030
gdansk,37.0,2.0,1.0,10.0,1980.0,54.4191007,18.5811652,9.09,22.0,0.389,0.311,0.036,0.186,0.126,0.664,0.223,condominium,no,yes,yes,no,no,663000
gdansk,43.2,2.0,1.0,3.0,1900.0,54.35223,18.65285,0.33,142.0,0.167,0.488,0.133,0.092,0.118,0.384,0.104,condominium,no,no,no,no,yes,1049000
gdansk,57.0,3.0,3.0,3.0,2021.0,54.3073,18.59974,5.87,3.0,1.05,3.038,0.505,0.493,0.289,1.884,0.472,condominium,no,yes,yes,no,no,649000
gdansk,63.0,2.0,6.0,6.0,2018.0,54.34831,18.66185,0.5,64.0,0.665,0.817,0.389,0.504,0.076,0.896,0.069,condominium,no,yes,yes,no,no,1190000
gdansk,30.0,1.0,3.0,11.0,1973.0,54.40906,18.59861,7.56,31.0,0.173,1.44,0.017,0.116,0.049,1.935,0.044,condominium,no,yes,yes,no,no,539000
gdansk,32.0,1.0,3.0,3.0,1903.0,54.349365,18.656324,0.12,127.0,0.395,0.8,0.237,0.222,0.029,0.768,0.299,condominium,no,no,no,no,yes,550000
gdansk,53.28,2.0,,4.0,,54.3486,18.6248,1.92,11.0,0.193,0.545,0.052,0.756,0.506,1.701,0.325,condominium,no,no,,no,no,869000
gdansk,67.0,3.0,1.0,8.0,1978.0,54.40617351,18.60585947,7.06,15.0,0.277,1.964,0.575,0.362,0.431,2.499,0.111,condominium,no,yes,no,no,yes,889000
gdansk,45.0,2.0,4.0,4.0,1971.0,54.414875,18.589594,8.41,23.0,0.199,0.745,0.213,0.052,0.267,1.172,0.204,cooperative,no,no,no,no,yes,628000
gdansk,56.0,3.0,,3.0,1994.0,54.379638,18.505217,10.24,0.0,1.54,3.089,1.334,2.134,1.274,,1.197,condominium,no,yes,no,no,no,714000
gdansk,79.5,3.0,3.0,3.0,2023.0,54.4019,18.63699,5.95,0.0,0.591,0.839,0.684,0.586,0.572,2.901,0.527,condominium,no,yes,yes,yes,no,1585000
gdansk,117.44,4.0,1.0,2.0,1890.0,54.38191,18.61121,4.57,53.0,0.187,0.012,0.256,0.154,0.032,0.433,0.174,condominium,no,yes,no,no,yes,1299000
gdansk,62.88,3.0,3.0,4.0,1962.0,54.34604,18.64862,0.53,66.0,0.189,0.582,0.315,0.321,0.253,1.055,0.069,condominium,no,no,no,no,yes,988000
gdansk,42.42,2.0,10.0,11.0,,54.3529434217567,18.6068735963799,3.11,8.0,0.259,0.841,0.102,0.266,0.273,2.643,0.094,cooperative,yes,yes,yes,no,yes,585000
gdansk,62.88,3.0,3.0,4.0,1962.0,54.34601,18.64824,0.55,59.0,0.203,0.597,0.316,0.33,0.261,1.062,0.086,condominium,no,yes,no,no,yes,988000
gdansk,49.5,2.0,2.0,3.0,2012.0,54.33119,18.55027,7.05,3.0,1.248,2.695,0.988,0.273,0.915,2.96,0.44,condominium,no,yes,yes,yes,no,492525
gdansk,54.87,3.0,,3.0,1950.0,54.34988,18.66598,0.75,13.0,0.575,1.119,0.191,0.435,0.21,0.685,0.359,condominium,no,no,no,no,no,810000
gdansk,35.9,2.0,,4.0,2024.0,54.31912657,18.59539032,5.09,3.0,0.5,1.695,0.143,0.434,0.609,2.067,0.697,condominium,yes,no,yes,no,no,485000
gdansk,75.6,4.0,1.0,4.0,2016.0,54.38267,18.60863,4.74,59.0,0.342,0.139,0.201,0.046,0.042,0.436,0.098,condominium,no,yes,yes,no,no,1430000
gdansk,63.8,3.0,7.0,10.0,1980.0,54.39579,18.6059,6.04,11.0,0.2,1.064,0.324,0.118,0.2,1.884,0.375,condominium,no,no,yes,no,yes,893000
gdansk,32.0,2.0,4.0,10.0,1978.0,54.34728,18.66673,0.83,13.0,0.721,0.957,0.159,0.528,0.144,0.573,0.315,condominium,no,yes,no,no,yes,680000
gdansk,28.0,1.0,1.0,4.0,,54.40548,18.5911,7.47,20.0,0.176,1.11,0.313,0.258,0.248,1.768,0.242,condominium,no,no,,no,no,425000
gdansk,70.3,3.0,1.0,3.0,1999.0,54.33324177,18.59032631,4.52,9.0,0.45,0.131,0.457,0.457,0.18,3.145,0.357,condominium,no,yes,no,no,yes,699000
gdansk,69.0,3.0,10.0,10.0,,54.41901,18.57193,9.41,21.0,0.086,0.445,0.19,0.398,0.173,0.256,0.217,condominium,no,yes,yes,no,yes,899000
gdansk,78.8,3.0,,1.0,1932.0,54.35343,18.62617,1.89,9.0,0.178,0.627,0.333,0.773,0.464,1.406,0.414,condominium,no,no,no,no,yes,1049000
gdansk,30.0,2.0,10.0,10.0,1975.0,54.4084,18.59623,7.57,28.0,0.295,1.301,0.181,0.173,0.127,1.834,0.213,condominium,no,yes,yes,no,yes,469000
gdansk,48.15,2.0,6.0,12.0,2015.0,54.39646,18.60332,6.19,13.0,0.372,1.142,0.423,0.271,0.096,1.972,0.4,condominium,no,yes,yes,yes,no,899900
gdansk,110.0,5.0,,2.0,1906.0,54.37426,18.61102,3.95,23.0,0.378,0.523,0.324,0.47,0.087,0.421,0.084,condominium,no,yes,no,no,yes,1960000
gdansk,49.0,2.0,5.0,7.0,1983.0,54.3410835,18.6199917,2.41,11.0,0.167,0.787,0.082,0.101,0.047,2.466,0.13,condominium,no,yes,no,no,yes,519900
gdansk,44.0,2.0,2.0,4.0,2010.0,54.34334,18.65147,0.7,10.0,0.165,0.247,0.516,0.473,0.207,1.348,0.197,condominium,no,no,yes,no,yes,815000
gdansk,37.0,2.0,,5.0,2021.0,54.30934,18.5925,5.99,4.0,0.813,2.765,0.357,0.675,0.372,1.431,0.384,condominium,no,no,yes,no,no,469000
gdansk,66.23,3.0,2.0,3.0,1930.0,54.38671,18.60707,5.16,24.0,0.186,0.142,0.176,0.445,0.204,0.873,0.082,condominium,no,no,no,no,yes,889000
gdansk,52.81,2.0,2.0,5.0,2016.0,54.34588,18.66513,0.8,15.0,0.619,0.785,0.284,0.712,0.064,0.694,0.29,condominium,no,yes,yes,no,no,1149000
gdansk,43.0,2.0,,4.0,1976.0,54.40727,18.59933,7.36,24.0,0.213,1.525,0.22,0.124,0.219,2.07,0.198,condominium,no,yes,no,no,yes,549000
gdansk,29.8,1.0,2.0,2.0,,54.4114,18.5747,8.62,3.0,0.209,0.139,0.667,0.728,0.084,0.621,0.54,condominium,no,no,no,no,no,530000
gdansk,60.0,3.0,2.0,4.0,2023.0,54.315169738889,18.5912682761388,5.59,3.0,0.19,2.116,0.514,0.553,0.109,1.591,0.583,condominium,yes,yes,yes,no,yes,629000
gdansk,60.76,3.0,2.0,3.0,1900.0,54.39774,18.67399,5.53,6.0,0.271,1.804,0.311,0.086,0.46,3.967,0.494,condominium,no,no,no,no,yes,549000
gdansk,53.0,2.0,,4.0,1985.0,54.3400294,18.624904,2.18,13.0,0.175,1.028,0.313,0.149,0.212,2.34,0.219,condominium,no,yes,no,no,yes,580000
gdansk,41.1,3.0,9.0,11.0,1986.0,54.3392632,18.6172074,2.66,15.0,0.316,0.957,0.223,0.311,0.229,2.736,0.144,condominium,no,yes,yes,no,yes,500000
gdansk,63.41,3.0,15.0,17.0,2024.0,54.39579,18.64638,5.19,12.0,0.226,0.181,1.542,0.072,0.013,2.543,0.212,condominium,no,no,yes,no,no,1849000
gdansk,77.0,3.0,1.0,3.0,1910.0,54.35183,18.66287,0.61,60.0,0.451,1.016,0.487,0.442,0.246,0.884,0.465,condominium,no,yes,no,no,yes,1550000
gdansk,56.1,3.0,1.0,10.0,1975.0,54.418,18.57447,9.22,15.0,0.153,0.407,0.288,0.35,0.299,0.227,0.256,condominium,no,yes,yes,no,no,699000
gdansk,36.0,2.0,2.0,4.0,2023.0,54.33541,18.55303,6.75,2.0,1.051,2.498,0.924,0.278,0.422,3.321,0.602,condominium,no,yes,yes,no,no,530000
gdansk,60.0,3.0,,6.0,2018.0,54.4149,18.5632,9.38,10.0,0.586,0.979,0.775,0.319,0.387,0.589,0.375,condominium,yes,yes,yes,no,yes,1600000
gdansk,43.4,2.0,1.0,3.0,2008.0,54.30752,18.59062,6.23,0.0,0.992,2.967,0.587,0.588,0.55,1.293,0.608,condominium,no,yes,no,no,no,579000
gdansk,64.0,3.0,,3.0,2006.0,54.32048,18.57773,5.92,3.0,0.396,1.768,0.546,0.177,0.823,1.526,0.953,condominium,no,yes,no,yes,no,780000
gdansk,46.08,3.0,10.0,10.0,1985.0,54.4105663,18.5828573,8.23,12.0,0.293,0.409,0.194,0.345,0.184,0.991,0.314,condominium,no,yes,yes,no,no,599000
gdansk,33.91,1.0,,4.0,2017.0,54.31017,18.59828,5.68,6.0,0.907,2.707,0.18,0.304,0.048,1.816,0.14,condominium,no,no,yes,no,no,435000
gdansk,80.1,4.0,3.0,4.0,2012.0,54.33119,18.55027,7.05,3.0,1.248,2.695,0.988,0.273,0.915,2.96,0.44,condominium,no,yes,yes,yes,no,849000
gdansk,51.0,2.0,3.0,4.0,1993.0,54.3470942,18.6171409,2.43,6.0,0.136,0.095,0.354,0.616,0.707,2.215,0.249,condominium,no,yes,no,no,yes,545000
gdansk,71.0,3.0,2.0,4.0,,54.33188,18.55573,6.69,3.0,0.982,2.334,0.636,0.126,0.558,2.892,0.172,condominium,no,yes,yes,no,yes,789000
gdansk,46.65,3.0,1.0,4.0,1953.0,54.35144,18.65181,0.29,142.0,0.27,0.511,0.119,0.202,0.062,0.452,0.008,condominium,no,no,no,yes,yes,850000
gdansk,44.0,2.0,3.0,4.0,1964.0,54.35037,18.66588,0.75,14.0,0.559,1.157,0.239,0.435,0.261,0.716,0.394,condominium,no,yes,no,no,yes,890000
gdansk,62.0,4.0,1.0,3.0,2017.0,54.30151,18.60906,6.08,1.0,0.951,3.809,1.37,1.144,1.155,2.573,0.255,condominium,no,yes,yes,yes,no,849000
gdansk,38.0,2.0,1.0,10.0,1967.0,54.4157726,18.5866222,8.59,20.0,0.265,0.591,0.288,0.229,0.067,0.968,0.269,cooperative,no,no,yes,no,yes,499000
gdansk,38.0,2.0,,4.0,1970.0,54.415889018087,18.5957304037986,8.32,17.0,0.208,0.902,0.331,0.185,0.155,1.554,0.347,cooperative,yes,no,no,no,yes,599999
gdansk,38.0,3.0,,4.0,1980.0,54.397,18.60804,6.09,14.0,0.138,1.213,0.371,0.086,0.209,2.019,0.223,condominium,no,no,no,no,no,670000
gdansk,49.38,2.0,1.0,4.0,1950.0,54.34972,18.64896,0.36,114.0,0.534,0.622,0.072,0.103,0.01,0.647,0.195,condominium,no,no,no,no,no,987000
gdansk,67.08,3.0,,4.0,2020.0,54.35192,18.57062,5.44,3.0,0.752,1.145,0.376,0.169,0.625,3.814,0.548,condominium,no,no,yes,no,no,899000
