city,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
warszawa,85.0,4.0,2.0,8.0,2013.0,52.1756,20.9955,6.26,31.0,0.511,0.289,0.615,0.501,0.147,1.924,0.276,condominium,yes,yes,yes,yes,no,1600000
warszawa,93.0,4.0,1.0,8.0,2013.0,52.1756,20.9957,6.26,31.0,0.502,0.302,0.613,0.514,0.134,1.92,0.289,condominium,yes,yes,yes,yes,no,1750000
warszawa,35.5,2.0,3.0,11.0,1978.0,52.1734141,21.026293,6.67,16.0,0.163,0.579,0.111,0.236,0.147,2.611,0.115,condominium,no,no,yes,no,no,650000
warszawa,45.8,2.0,2.0,10.0,1978.0,52.16921135,21.0285208,7.16,11.0,0.393,1.049,0.471,0.141,0.574,2.676,0.476,cooperative,no,no,yes,no,no,865000
warszawa,37.54,2.0,,3.0,1959.0,52.23436,21.06455,4.16,27.0,0.143,0.36,0.25,0.058,0.113,0.429,0.117,condominium,no,no,no,no,no,720000
warszawa,60.0,2.0,1.0,6.0,1925.0,52.222658,21.0198321,1.5,81.0,0.175,0.193,0.471,0.19,0.047,0.481,0.184,condominium,no,yes,yes,no,yes,1600000
warszawa,33.62,2.0,9.0,10.0,1962.0,52.2451,20.9793,2.22,23.0,0.059,0.411,0.42,0.324,0.19,0.592,0.153,condominium,yes,no,yes,no,yes,639000
warszawa,33.0,1.0,,6.0,2020.0,52.1915161,20.9406964,6.19,1.0,0.896,1.827,0.77,0.46,0.508,3.14,0.699,condominium,no,no,yes,no,no,655000
warszawa,41.0,2.0,2.0,4.0,2010.0,52.16191,21.07203,9.06,24.0,0.481,1.297,0.15,0.389,0.036,1.824,0.072,condominium,no,yes,no,no,no,915000
warszawa,50.17,2.0,6.0,6.0,2012.0,52.25925,20.97636,3.58,27.0,0.181,0.238,0.435,0.12,0.107,0.371,0.101,condominium,yes,yes,yes,no,no,1250000
warszawa,74.5,3.0,2.0,3.0,2020.0,52.20749,20.93796,5.22,3.0,1.103,0.421,1.096,0.329,0.562,2.119,0.856,condominium,yes,yes,yes,no,no,1489000
warszawa,48.22,2.0,4.0,4.0,1951.0,52.24736,20.99368,1.87,56.0,0.147,0.445,0.452,0.115,0.233,0.16,0.241,condominium,no,no,,no,no,950000
warszawa,81.0,4.0,10.0,10.0,2017.0,52.15911,21.04192,8.49,13.0,0.16,0.54,0.425,0.171,0.082,1.228,0.308,condominium,yes,yes,yes,no,yes,2025000
warszawa,56.53,3.0,1.0,11.0,2021.0,52.1715592,21.02714771,6.88,16.0,0.163,0.78,0.207,0.189,0.307,2.812,0.224,condominium,yes,yes,yes,no,no,1300000
warszawa,87.05,4.0,,5.0,2000.0,52.12945,21.07142,12.28,32.0,0.15,0.16,0.081,0.141,0.119,1.009,0.233,condominium,no,yes,no,no,no,1499000
warszawa,36.0,2.0,2.0,2.0,2008.0,52.2396,20.9114,6.34,17.0,0.452,0.219,0.238,0.397,0.083,2.087,0.261,condominium,yes,yes,no,yes,yes,672000
warszawa,88.18,4.0,5.0,7.0,2020.0,52.18827,21.04759,5.69,11.0,0.568,0.294,0.402,0.343,0.146,3.048,0.154,condominium,no,yes,yes,no,no,1850000
warszawa,80.0,3.0,6.0,6.0,,52.25808,20.96691,3.85,31.0,0.315,0.18,0.148,0.1,0.14,0.784,0.393,condominium,no,yes,no,no,no,2400000
warszawa,82.4,4.0,11.0,12.0,,52.2244063,20.9012222,7.02,11.0,0.161,0.633,0.073,0.219,0.132,2.985,0.081,cooperative,no,yes,yes,no,no,1059000
warszawa,112.65,4.0,1.0,2.0,2022.0,52.17511,21.0828,8.29,8.0,0.389,1.946,0.826,0.489,0.262,3.419,0.874,condominium,no,yes,yes,no,no,2746000
warszawa,70.06,3.0,3.0,6.0,2016.0,52.231,21.07392,4.79,23.0,0.375,0.916,0.387,0.199,0.253,0.446,0.366,condominium,no,yes,yes,yes,no,1399000
warszawa,42.0,2.0,3.0,4.0,1951.0,52.24411,20.9864,1.81,47.0,0.221,0.377,0.472,0.231,0.2,0.508,0.14,condominium,no,no,no,no,yes,899000
warszawa,94.0,3.0,6.0,7.0,2007.0,52.18422,21.04438,5.97,6.0,0.321,0.129,0.457,0.585,0.094,2.935,0.479,condominium,no,yes,yes,yes,no,1580000
warszawa,47.47,3.0,1.0,4.0,1962.0,52.2119496,21.0455826,3.61,8.0,0.141,1.112,0.732,0.343,0.084,2.031,0.527,condominium,no,yes,no,no,yes,890000
warszawa,47.52,2.0,2.0,6.0,2016.0,52.23681,21.06608,4.3,21.0,0.342,0.609,0.402,0.154,0.172,0.487,0.192,condominium,yes,yes,yes,no,no,1180000
warszawa,50.2,2.0,3.0,4.0,2009.0,52.1552059,21.0813902,10.03,8.0,0.74,1.769,0.934,0.038,0.116,1.943,0.164,condominium,yes,yes,yes,no,no,999000
warszawa,138.6,4.0,7.0,17.0,2000.0,52.18571,21.02606,5.34,16.0,0.213,0.427,0.163,0.051,0.08,1.709,0.393,condominium,yes,yes,yes,no,no,2700000
warszawa,61.41,3.0,3.0,4.0,1991.0,52.13928,21.04526,10.66,14.0,0.171,0.322,0.426,0.23,0.211,0.749,0.451,condominium,no,yes,no,no,no,767500
warszawa,32.16,2.0,,3.0,1936.0,52.2668,20.97982,4.22,39.0,0.224,0.098,0.287,0.131,0.189,0.545,0.351,condominium,no,no,no,no,no,720000
warszawa,34.4,2.0,1.0,10.0,1964.0,52.2292,20.99265,0.79,54.0,0.085,0.095,0.256,0.051,0.08,1.113,0.133,condominium,no,yes,yes,no,yes,794640
warszawa,127.25,4.0,3.0,4.0,2008.0,52.16204,21.06882,8.93,26.0,0.294,1.12,0.178,0.39,0.19,1.687,0.169,condominium,yes,yes,yes,no,no,2690000
warszawa,38.0,2.0,1.0,3.0,1951.0,52.216,20.97348,2.69,28.0,0.076,0.41,0.358,0.057,0.167,0.478,0.259,condominium,no,no,no,no,yes,620000
warszawa,60.0,3.0,1.0,4.0,1980.0,52.26863,20.94723,5.62,17.0,0.482,0.97,0.284,0.194,0.124,0.646,0.089,condominium,no,no,no,no,no,860000
warszawa,92.37,4.0,7.0,7.0,2023.0,52.1845,21.014,5.3,15.0,0.321,0.644,0.443,0.328,0.178,1.124,0.118,condominium,yes,yes,yes,no,no,2496000
warszawa,32.3,1.0,8.0,13.0,2014.0,52.2307,21.1101,7.26,10.0,0.54,0.884,0.332,0.411,0.238,1.094,0.273,condominium,no,yes,yes,yes,no,620000
warszawa,67.15,2.0,1.0,3.0,1999.0,52.1300517,21.05616256,11.86,25.0,0.209,0.792,0.209,0.111,0.1,1.499,0.181,condominium,yes,yes,no,no,yes,1218000
warszawa,30.0,2.0,3.0,5.0,2022.0,52.2595,21.0543,4.63,18.0,0.201,0.281,0.533,0.189,0.65,0.299,0.088,condominium,no,yes,yes,no,no,709000
warszawa,84.6,4.0,2.0,3.0,1996.0,52.32256,20.95475,10.63,5.0,0.427,0.573,0.162,0.301,0.345,0.979,0.141,condominium,yes,yes,no,no,yes,1275000
warszawa,38.88,2.0,,3.0,1999.0,52.3237,20.95254,10.8,8.0,0.338,0.447,0.326,0.245,0.184,1.098,0.291,condominium,yes,yes,no,no,yes,599000
warszawa,49.1,2.0,1.0,4.0,2002.0,52.1351648,21.0649119,11.52,39.0,0.197,0.337,0.233,0.158,0.136,0.681,0.201,condominium,yes,yes,no,no,no,940000
warszawa,35.2,2.0,4.0,5.0,2020.0,52.2672,21.1207,8.9,1.0,1.173,2.363,1.358,1.319,0.198,3.06,1.229,condominium,yes,yes,yes,yes,no,615000
warszawa,94.0,4.0,4.0,8.0,2024.0,52.1847,21.0179,5.32,15.0,0.068,0.542,0.269,0.151,0.135,1.297,0.186,condominium,yes,yes,yes,no,no,2199000
warszawa,68.0,3.0,5.0,8.0,2024.0,52.2229,20.9393,4.49,34.0,0.309,0.026,0.086,0.042,0.085,0.522,0.258,condominium,yes,yes,yes,no,no,1349000
warszawa,34.0,2.0,1.0,3.0,1968.0,52.273197,20.9519018,5.8,22.0,0.122,0.383,0.268,0.216,0.218,0.123,0.383,cooperative,no,yes,no,no,yes,678000
warszawa,32.53,2.0,5.0,12.0,1963.0,52.2373,20.9796,1.75,39.0,0.206,0.361,0.41,0.159,0.043,1.131,0.066,condominium,yes,yes,yes,no,yes,660000
warszawa,37.31,2.0,1.0,9.0,2018.0,52.23134,20.97032,2.26,35.0,0.161,0.358,0.384,0.266,0.156,1.778,0.254,condominium,no,yes,no,no,no,1063000
warszawa,50.7,3.0,8.0,11.0,1975.0,52.2835563,20.9298809,7.64,12.0,0.16,1.024,0.126,0.363,0.213,0.955,0.473,cooperative,no,no,yes,no,no,675000
warszawa,49.11,2.0,1.0,3.0,1955.0,52.2820871,20.9446002,6.89,23.0,0.301,0.244,0.359,0.023,0.167,0.632,0.228,condominium,no,yes,no,no,yes,1050000
warszawa,56.01,3.0,2.0,7.0,2013.0,52.19486,20.92317,6.84,2.0,0.802,2.027,1.161,0.699,0.134,3.707,0.556,condominium,yes,yes,yes,yes,no,895000
warszawa,53.8,3.0,3.0,3.0,1938.0,52.2624,20.9919,3.5,36.0,0.149,0.233,0.283,0.202,0.012,0.167,0.109,condominium,yes,no,no,no,yes,1291000
warszawa,144.0,5.0,2.0,4.0,2008.0,52.1606065,21.0775236,9.38,29.0,0.665,1.582,0.473,0.644,0.166,2.023,0.144,condominium,yes,yes,yes,no,no,2450000
warszawa,49.67,2.0,3.0,6.0,2019.0,52.2429,20.8976,7.32,15.0,0.807,0.246,0.79,0.232,0.117,2.926,0.11,condominium,yes,yes,yes,yes,no,950000
warszawa,84.0,3.0,3.0,4.0,1999.0,52.1683891,21.0760033,8.6,15.0,0.491,1.515,0.177,0.16,0.362,2.544,0.01,condominium,yes,yes,yes,no,no,1200000
warszawa,60.0,3.0,1.0,4.0,1927.0,52.22537441,21.01691008,1.15,115.0,0.07,0.272,0.264,0.098,0.022,0.32,0.105,condominium,no,no,no,no,yes,1350000
warszawa,113.16,5.0,6.0,7.0,2023.0,52.2252,20.9786,1.85,20.0,0.322,0.304,0.534,0.367,0.128,1.409,0.312,condominium,yes,yes,yes,no,no,2600000
warszawa,57.5,3.0,,4.0,1962.0,52.2661391,20.97389275,4.33,26.0,0.202,0.191,0.459,0.218,0.437,0.417,0.061,cooperative,no,no,no,no,yes,1030000
warszawa,50.7,3.0,3.0,9.0,1974.0,52.28211,20.93917,7.11,21.0,0.167,0.431,0.211,0.129,0.391,0.533,0.239,condominium,no,yes,yes,no,yes,765000
warszawa,33.0,2.0,8.0,11.0,1966.0,52.24127915,20.97826062,2.02,33.0,0.293,0.279,0.101,0.097,0.146,1.015,0.163,condominium,no,no,yes,no,no,615000
warszawa,76.59,3.0,1.0,13.0,1984.0,52.2662391,20.9887022,3.97,27.0,0.255,0.441,0.237,0.153,0.156,0.173,0.225,condominium,no,yes,yes,no,yes,1075000
warszawa,81.0,4.0,5.0,7.0,2020.0,52.21914,20.9776,2.25,29.0,0.129,0.378,0.251,0.391,0.064,0.882,0.361,condominium,no,no,yes,no,no,2390000
warszawa,47.05,3.0,2.0,4.0,1960.0,52.2148724,21.0434072,3.3,9.0,0.222,1.441,1.077,0.318,0.36,1.756,0.881,condominium,no,yes,no,no,yes,1175000
warszawa,72.69,4.0,,4.0,1935.0,52.19661,21.01896,4.04,30.0,0.324,0.216,0.459,0.082,0.14,1.171,0.329,condominium,no,yes,yes,no,yes,2000000
warszawa,120.0,4.0,12.0,12.0,2010.0,52.18864,20.98848,4.9,20.0,0.595,0.446,0.327,0.014,0.049,1.089,0.328,condominium,no,yes,yes,yes,no,3000000
warszawa,75.0,3.0,2.0,5.0,1952.0,52.22437,21.01399,1.08,121.0,0.084,0.218,0.13,0.225,0.004,0.094,0.126,condominium,no,yes,yes,no,no,1950000
warszawa,27.4,1.0,3.0,5.0,1962.0,52.23685,21.05206,3.35,33.0,0.356,0.14,0.483,0.214,0.046,0.442,0.141,condominium,no,no,yes,no,yes,649000
warszawa,47.8,2.0,,4.0,1978.0,52.1434,21.0464,10.25,28.0,0.167,0.594,0.05,0.369,0.063,0.457,0.289,condominium,no,yes,no,no,yes,769000
warszawa,53.5,2.0,1.0,10.0,1980.0,52.2900109,21.0265092,6.67,26.0,0.173,0.143,0.242,0.098,0.321,2.758,0.132,cooperative,no,yes,yes,no,yes,720000
warszawa,83.0,3.0,1.0,4.0,2002.0,52.19964,21.04146,4.4,17.0,0.277,0.241,0.419,0.468,0.345,1.997,0.234,condominium,no,no,yes,no,no,2450000
warszawa,58.65,3.0,1.0,4.0,1952.0,52.21774,21.01986,1.91,52.0,0.142,0.032,0.009,0.149,0.085,0.675,0.122,condominium,no,no,yes,no,yes,1320000
warszawa,56.2,3.0,,10.0,1976.0,52.17715,21.04779,6.77,11.0,0.078,0.527,0.877,0.268,0.11,2.996,0.302,condominium,no,yes,yes,no,yes,799000
warszawa,82.5,4.0,4.0,7.0,2016.0,52.27272,20.91433,7.6,5.0,0.941,1.581,0.645,0.292,0.245,1.789,0.468,condominium,no,yes,yes,no,no,1850000
warszawa,44.24,2.0,6.0,6.0,2023.0,52.2834943,20.92536164,7.84,10.0,0.32,1.197,0.371,0.232,0.089,1.183,0.479,condominium,yes,no,yes,no,no,1055000
warszawa,55.73,2.0,2.0,4.0,2010.0,52.16047,21.07848,9.43,29.0,0.716,1.64,0.448,0.647,0.134,2.069,0.178,condominium,no,no,yes,yes,no,1270000
warszawa,53.53,3.0,5.0,6.0,1961.0,52.2197401,21.0222014,1.84,50.0,0.043,0.302,0.265,0.072,0.097,0.752,0.251,condominium,no,no,yes,no,yes,1445200
warszawa,47.67,2.0,1.0,10.0,1965.0,52.2287324,21.0637378,4.11,29.0,0.086,0.533,0.465,0.305,0.157,0.301,0.352,condominium,no,yes,yes,no,yes,650000
warszawa,61.0,2.0,1.0,6.0,2015.0,52.25,21.0348,2.94,34.0,0.091,0.888,0.169,0.021,0.045,0.598,0.32,condominium,yes,yes,yes,yes,no,1420000
warszawa,56.58,2.0,2.0,4.0,2011.0,52.15658,21.0825,9.94,8.0,0.636,1.842,0.777,0.176,0.154,2.111,0.304,condominium,no,no,yes,no,no,1250000
warszawa,105.0,3.0,4.0,10.0,2010.0,52.23247,20.98741,1.1,67.0,0.048,0.15,0.255,0.123,0.089,1.15,0.027,condominium,no,no,yes,no,no,2100000
warszawa,73.3,3.0,3.0,4.0,2009.0,52.161109,21.067019,8.96,23.0,0.269,0.96,0.246,0.297,0.32,1.529,0.319,condominium,no,yes,yes,no,no,1599000
warszawa,54.0,2.0,2.0,3.0,1932.0,52.24433,20.98741,1.78,49.0,0.204,0.445,0.463,0.173,0.218,0.436,0.188,condominium,no,no,no,no,no,1470000
warszawa,59.58,3.0,1.0,4.0,2013.0,52.3058423,20.985967,8.33,9.0,0.338,1.845,0.228,0.084,0.391,2.106,0.196,condominium,yes,yes,yes,no,no,875000
warszawa,52.1,2.0,1.0,4.0,2014.0,52.15879,21.06673,9.18,14.0,0.074,0.821,0.352,0.137,0.461,1.323,0.483,condominium,no,yes,yes,yes,no,1150000
warszawa,47.0,2.0,2.0,10.0,1970.0,52.2714377,20.9605759,5.3,22.0,0.207,0.53,0.421,0.175,0.09,0.284,0.281,condominium,no,yes,yes,no,yes,699000
warszawa,143.1,6.0,3.0,8.0,1996.0,52.23645,20.9909,1.01,86.0,0.125,0.241,0.436,0.218,0.029,0.649,0.124,condominium,yes,yes,yes,no,no,2450000
warszawa,74.7,3.0,4.0,4.0,1990.0,52.2585,20.9234,6.22,18.0,0.206,0.357,0.566,0.311,0.311,1.817,0.206,condominium,yes,no,no,no,yes,899900
warszawa,84.4,4.0,5.0,10.0,2009.0,52.1857926,21.0439166,5.8,8.0,0.44,0.05,0.477,0.705,0.269,2.856,0.5,condominium,no,yes,yes,yes,no,1655000
warszawa,85.0,3.0,,4.0,2015.0,52.17222,21.05201,7.39,6.0,0.532,0.181,0.701,0.488,0.462,2.428,0.077,condominium,no,no,yes,no,no,1615000
warszawa,41.68,2.0,4.0,6.0,2008.0,52.3218187,21.0666446,10.9,4.0,0.597,2.876,0.613,0.241,0.528,4.119,0.628,condominium,yes,yes,yes,no,no,625000
warszawa,49.6,2.0,5.0,13.0,2011.0,52.2273,21.0773,5.05,22.0,0.303,1.069,0.261,0.209,0.088,0.659,0.118,condominium,yes,no,yes,no,no,910000
warszawa,48.49,2.0,4.0,5.0,1957.0,52.20543,21.03911,3.8,25.0,0.085,0.474,0.445,0.06,0.181,1.635,0.213,condominium,no,no,no,no,yes,850000
warszawa,146.0,6.0,10.0,12.0,2000.0,52.17060255,21.06658433,8.04,12.0,0.27,0.832,0.55,0.319,0.206,2.431,0.182,condominium,yes,yes,yes,no,no,2090000
warszawa,64.08,3.0,1.0,4.0,1938.0,52.2046594,21.0067498,3.02,20.0,0.434,0.215,0.358,0.08,0.209,0.482,0.175,condominium,no,yes,no,no,yes,1690000
warszawa,73.04,3.0,,3.0,1936.0,52.20947,21.0461,3.81,13.0,0.165,0.839,0.533,0.211,0.102,2.094,0.255,condominium,no,no,no,no,yes,1490000
warszawa,76.6,4.0,,1.0,2020.0,52.33181,21.0163,11.16,1.0,0.544,3.315,0.594,0.411,1.022,4.749,1.868,condominium,no,no,no,no,no,1069000
warszawa,44.63,2.0,,4.0,1935.0,52.19661,21.01896,4.04,30.0,0.324,0.216,0.459,0.082,0.14,1.171,0.329,condominium,no,no,yes,no,yes,1225000
warszawa,45.0,2.0,1.0,5.0,1939.0,52.2257,21.0124,0.9,127.0,0.185,0.038,0.186,0.297,0.039,0.181,0.014,condominium,no,no,yes,no,no,1100000
warszawa,64.55,2.0,8.0,10.0,2018.0,52.2227,21.09434,6.26,19.0,0.445,0.489,0.346,0.334,0.18,1.925,0.185,condominium,yes,no,yes,yes,no,1140000
warszawa,49.33,2.0,1.0,3.0,1975.0,52.1437712,21.0579468,10.46,34.0,0.232,0.234,0.226,0.22,0.089,0.811,0.097,cooperative,no,yes,no,no,yes,779000
warszawa,37.96,2.0,4.0,5.0,1914.0,52.21677,21.01913,1.97,48.0,0.15,0.089,0.127,0.184,0.029,0.697,0.068,condominium,no,no,yes,no,no,875000
warszawa,42.0,2.0,,5.0,1928.0,52.21664,20.98205,2.23,26.0,0.158,0.266,0.198,0.143,0.068,0.565,0.102,condominium,no,yes,yes,yes,no,735000
warszawa,104.42,4.0,2.0,8.0,2023.0,52.18562,20.99908,5.13,24.0,0.528,0.304,0.493,0.218,0.281,0.789,0.322,condominium,no,no,yes,no,no,2995000
warszawa,52.0,3.0,1.0,5.0,1950.0,52.2466798,21.0189197,1.97,32.0,0.194,0.952,0.545,0.107,0.175,0.194,0.132,condominium,no,yes,yes,no,yes,1100000
warszawa,32.26,2.0,,7.0,2023.0,52.2252,20.9786,1.85,20.0,0.322,0.304,0.534,0.367,0.128,1.409,0.312,condominium,yes,no,yes,no,no,728000
warszawa,59.73,3.0,5.0,5.0,2018.0,52.21284,20.92166,5.96,1.0,0.654,1.339,0.917,0.448,0.604,2.163,0.712,condominium,yes,yes,yes,no,no,1249000
warszawa,80.33,3.0,17.0,24.0,2021.0,52.22748,20.95582,3.29,14.0,0.2,0.135,0.595,0.109,0.155,0.71,0.139,condominium,yes,yes,yes,no,no,1927920
warszawa,90.0,4.0,17.0,24.0,2021.0,52.22748,20.95582,3.29,14.0,0.2,0.135,0.595,0.109,0.155,0.71,0.139,condominium,yes,yes,yes,no,no,2070000
warszawa,100.39,4.0,,2.0,,52.2098,21.0686,5.06,16.0,0.397,1.825,1.107,0.176,0.177,2.151,0.468,condominium,no,no,no,no,no,2159000
warszawa,62.5,3.0,3.0,16.0,1980.0,52.2412856,21.0896467,5.96,29.0,0.179,0.411,0.358,0.079,0.145,0.591,0.172,condominium,yes,yes,yes,no,yes,948000
warszawa,35.37,2.0,4.0,16.0,1968.0,52.2725648,20.9906211,4.63,12.0,0.5,0.564,0.692,0.074,0.214,0.553,0.44,cooperative,no,no,yes,no,yes,560000
warszawa,79.0,3.0,2.0,5.0,1998.0,52.2528,21.0384,3.34,52.0,0.121,0.497,0.278,0.244,0.031,0.307,0.135,cooperative,yes,no,yes,no,yes,1120000
warszawa,48.0,2.0,8.0,10.0,1980.0,52.1499087,21.0349049,9.34,17.0,0.284,0.485,0.424,0.274,0.14,0.635,0.248,cooperative,yes,yes,yes,no,yes,728000
warszawa,34.5,1.0,2.0,4.0,,52.3268,20.9361,11.53,13.0,0.297,0.741,0.151,0.183,0.273,1.841,0.275,condominium,no,no,,no,no,598882
warszawa,48.0,2.0,6.0,7.0,1961.0,52.2274739,21.0175177,1.06,115.0,0.154,0.423,0.239,0.145,0.02,0.429,0.195,condominium,no,no,yes,no,yes,960000
warszawa,31.5,1.0,1.0,3.0,1976.0,52.1437572,21.05796,10.46,34.0,0.233,0.233,0.225,0.22,0.09,0.813,0.099,condominium,no,yes,no,no,no,588000
warszawa,53.1,3.0,4.0,4.0,1973.0,52.1809223,21.04651974,6.36,12.0,0.298,0.52,0.566,0.195,0.314,3.2,0.328,cooperative,no,yes,no,no,no,699000
warszawa,63.0,3.0,6.0,6.0,2021.0,52.2338,21.1228,8.12,7.0,0.594,1.436,0.764,0.422,0.215,1.17,0.239,condominium,yes,yes,yes,yes,no,1190000
warszawa,71.0,4.0,3.0,4.0,1929.0,52.2164,20.9818,2.26,25.0,0.178,0.296,0.219,0.174,0.06,0.545,0.07,cooperative,yes,yes,no,no,yes,1190000
warszawa,46.0,2.0,,4.0,1950.0,52.2011,21.023,3.65,35.0,0.288,0.253,0.44,0.299,0.075,0.918,0.091,condominium,no,no,no,no,yes,872000
warszawa,66.84,2.0,3.0,7.0,1999.0,52.2528,21.0384,3.34,52.0,0.121,0.497,0.278,0.244,0.031,0.307,0.135,condominium,no,no,yes,no,yes,1220000
warszawa,53.0,2.0,,4.0,2003.0,52.28448405,21.0808455,7.88,10.0,0.443,1.886,0.185,0.188,0.38,0.446,0.509,condominium,yes,no,yes,no,no,769000
warszawa,26.5,1.0,1.0,4.0,,52.1809,20.9769,5.94,6.0,0.283,0.96,0.203,0.904,0.104,2.199,0.108,condominium,no,no,,no,no,539000
warszawa,39.0,2.0,,3.0,,52.2324,21.0608,3.9,55.0,0.154,0.085,0.238,0.319,0.11,0.438,0.117,condominium,no,no,no,no,no,662000
warszawa,66.1,4.0,1.0,3.0,2011.0,52.3147,21.0626,10.06,19.0,0.483,3.014,0.273,0.11,0.072,3.39,0.302,condominium,yes,yes,yes,yes,yes,955000
warszawa,46.0,2.0,1.0,7.0,,52.2114,21.0212,2.56,30.0,0.213,0.68,0.284,0.282,0.069,0.548,0.143,condominium,no,no,yes,no,no,895000
warszawa,46.52,2.0,,3.0,,52.20879,21.06389,4.84,15.0,0.73,1.491,0.768,0.117,0.041,2.282,0.136,condominium,no,yes,no,no,no,899000
warszawa,70.0,3.0,1.0,4.0,,52.2021,20.9555,4.64,14.0,0.103,1.003,0.068,0.065,0.039,1.608,0.055,condominium,no,no,,no,no,1249000
warszawa,30.5,1.0,7.0,10.0,,52.2275,21.0673,4.37,24.0,0.108,0.786,0.235,0.135,0.171,0.191,0.248,condominium,no,no,yes,no,no,620000
warszawa,37.7,2.0,,10.0,,52.2998,21.0413,7.99,9.0,0.159,1.059,0.444,0.201,0.345,2.781,0.068,condominium,no,no,yes,no,no,649000
warszawa,61.29,3.0,4.0,5.0,1992.0,52.20604,21.0528,4.4,8.0,0.402,0.695,0.124,0.404,0.273,2.553,0.381,condominium,no,yes,no,no,yes,795000
warszawa,67.0,3.0,,4.0,,52.1578,21.0761,9.59,19.0,0.48,1.417,0.507,0.5,0.141,1.779,0.254,condominium,no,no,,no,no,1270000
warszawa,38.0,2.0,1.0,4.0,,52.1988,21.016,3.76,30.0,0.151,0.149,0.307,0.105,0.25,1.017,0.275,condominium,no,no,,no,no,695000
warszawa,31.0,1.0,2.0,5.0,2008.0,52.25906,21.06041,4.92,17.0,0.124,0.187,0.742,0.417,0.903,0.233,0.168,condominium,no,no,yes,yes,no,560000
warszawa,60.0,2.0,4.0,6.0,1912.0,52.22852907,21.01048354,0.59,105.0,0.117,0.301,0.086,0.406,0.005,0.106,0.187,condominium,no,no,yes,no,yes,1400000
warszawa,29.06,2.0,5.0,11.0,1966.0,52.22989745,20.99277436,0.76,52.0,0.147,0.039,0.209,0.129,0.039,1.11,0.208,cooperative,no,yes,yes,no,yes,624000
warszawa,125.5,4.0,1.0,5.0,2005.0,52.2327,21.0596,3.82,56.0,0.111,0.026,0.192,0.233,0.092,0.39,0.095,condominium,yes,yes,yes,no,yes,2650000
warszawa,37.2,2.0,,3.0,,52.2327,21.0596,3.82,56.0,0.111,0.026,0.192,0.233,0.092,0.39,0.095,condominium,no,no,no,no,yes,625000
warszawa,60.0,3.0,4.0,11.0,,52.1437,21.036,10.03,13.0,0.297,0.304,0.112,0.223,0.111,0.358,0.053,condominium,no,no,yes,no,no,1134000
warszawa,51.0,3.0,8.0,10.0,1972.0,52.26951,20.94797,5.66,18.0,0.476,0.863,0.223,0.144,0.222,0.541,0.153,condominium,no,yes,no,no,yes,800000
warszawa,91.6,5.0,2.0,2.0,,52.1341,21.069,11.74,34.0,0.314,0.235,0.207,0.252,0.201,0.567,0.128,condominium,no,no,no,no,no,2100000
warszawa,42.46,2.0,5.0,6.0,,52.2271,21.0123,0.79,114.0,0.308,0.141,0.122,0.377,0.067,0.073,0.158,condominium,no,no,yes,no,no,1275000
warszawa,39.71,2.0,,7.0,2024.0,52.233,21.1123,7.41,8.0,0.273,0.969,0.437,0.51,0.223,0.858,0.48,condominium,yes,yes,yes,no,no,775840
warszawa,75.0,3.0,2.0,6.0,,52.1742,20.9968,6.41,31.0,0.338,0.179,0.455,0.514,0.043,2.053,0.216,condominium,no,no,yes,no,no,1575000
warszawa,45.3,3.0,2.0,6.0,2008.0,52.33659549,20.94144344,12.4,11.0,0.301,1.265,0.421,0.044,0.338,2.649,0.307,condominium,no,yes,yes,no,yes,650000
warszawa,37.0,2.0,6.0,10.0,,52.2932,20.9434,7.97,14.0,0.217,0.256,0.215,0.132,0.339,1.125,0.444,condominium,no,no,yes,no,no,565000
warszawa,25.0,1.0,,4.0,,52.2949,21.04,7.45,23.0,0.161,0.549,0.275,0.101,0.205,2.58,0.254,condominium,no,no,,no,no,530000
warszawa,38.0,2.0,1.0,3.0,1964.0,52.20806005,21.05029731,4.13,11.0,0.161,0.767,0.207,0.125,0.224,2.373,0.195,cooperative,yes,no,no,no,no,650000
warszawa,70.17,3.0,3.0,6.0,2014.0,52.17222925,20.9972747,6.63,28.0,0.218,0.157,0.24,0.325,0.136,2.261,0.293,condominium,yes,yes,yes,no,no,1450000
warszawa,80.0,4.0,,14.0,2022.0,52.28175,20.92076,7.92,7.0,0.307,1.313,0.673,0.347,0.174,1.369,0.187,condominium,no,no,yes,yes,no,1369000
warszawa,48.0,2.0,8.0,10.0,1980.0,52.1499087,21.0349049,9.34,17.0,0.284,0.485,0.424,0.274,0.14,0.635,0.248,cooperative,yes,yes,yes,no,yes,728000
warszawa,44.7,2.0,2.0,3.0,,52.3462,20.9423,13.39,8.0,0.102,2.299,0.579,0.161,0.337,3.672,0.205,condominium,no,no,no,no,no,668265
warszawa,128.76,5.0,1.0,2.0,2019.0,52.1859,21.1436,10.82,4.0,0.126,2.525,1.53,0.217,0.142,4.162,1.404,condominium,yes,yes,no,yes,no,2370000
warszawa,51.0,2.0,3.0,4.0,1930.0,52.2466922,21.0127007,1.78,87.0,0.248,0.53,0.289,0.405,0.035,0.249,0.298,condominium,no,no,no,no,yes,1399000
